security_code,isin,symbol,security_group,security_name
543261,INE0FDU25010,BIRET,IF,Brookfield India Real Estate T
543262,INE0D7801012,MRP,MT,MRP Agro Limited
543263,INE103C01036,SMCGLOBAL,B,SMC Global Securities Limited
543264,INE0DSF01015,NURECA,B,Nureca Limited
543265,INE0DD101019,RAILTEL,A,RailTel Corporation of India L
543266,INE694N01015,HERANBA,B,Heranba Industries Limited
543267,INE179G01029,DAVANGERE,B,Davangere Sugar Company Limite
543268,INE03RS01027,DRCSYSTEMS,T,DRC Systems India Limited
543270,INE864I01014,MTARTECH,A,MTAR Technologies Limited
543271,INE0BY001018,JUBLINGREA,A,Jubilant Ingrevia Limited
543272,INE07O001026,EASEMYTRIP,A,Easy Trip Planners Limited
543273,INE0CJD01011,KMEW,M,Knowledge Marine & Engineering
543274,INE0EMB01015,SUUMAYA,M,SUUMAYA CORPORATION LIMITED
543275,INE930P01018,ANURAS,A,Anupam Rasayan India Limited
543276,INE00LO01017,CRAFTSMAN,A,Craftsman Automation Limited
543277,INE576O01020,LXCHEM,A,Laxmi Organic Industries Limit
543278,INE303R01014,KALYANKJIL,A,Kalyan Jewellers India Limited
543279,INE428Q01011,SURYODAY,A,Suryoday Small Finance Bank Li
543280,INE418L01021,NAZARA,A,Nazara Technologies Limited
543281,INE018401013,SUVIDHAA,B,Suvidhaa Infoserve Limited
543282,INE0GX601011,NIKSTECH,TS,Niks Technology Limited
543283,INE382M01027,BARBEQUE,A,BARBEQUE-NATION HOSPITALITY LI
543284,INE0CPR01018,EKI,B,EKI Energy Services Limited
543285,INE0CQ101015,RCAN,MT,Rajeshwari Cans Limited
543286,INE0D9X01018,JETMALL,M,Jetmall Spices and Masala Limi
543287,INE670K01029,LODHA,A,Macrotech Developers Limited
543288,INE0FHS01024,DEEPINDS,B,Deep Industries Limited
543289,INE04CO01018,KGES,TS,Kuberan Global Edu Solutions L
543290,INE0GGX23010,PGINVIT,IF,POWERGRID Infrastructure Inves
543291,INF769K01HF4,MAFANG,B,Mirae Asset Mutual Fund
543292,INF109KC1Q72,HEALTHIETF,B,ICICI Prudential Mutual Fund
543297,INE0FLR01028,IWEL,B,Inox Wind Energy Limited
543298,INE505Y01010,VINEETLAB,B,Vineet Laboratories Limited
543299,INE810G01011,SHYAMMETL,A,Shyam Metalics and Energy Limi
543300,INE073K01018,SONACOMS,A,Sona BLW Precision Forgings Li
543306,INE021O01019,DODLA,B,Dodla Dairy Limited
543308,INE967H01017,KIMS,A,Krishna Institute of Medical S
543311,INE0D6701023,IPL,B,India Pesticides Limited
543317,INE201P01022,GRINFRA,A,G R Infraprojects Limited
543318,INE227W01023,CLEAN,A,Clean Science and Technology L
543319,INE0C5901014,AAPLUSTRAD,MT,AA Plus Tradelink Limited
543320,INE758T01015,ZOMATO,A,Zomato Limited
543321,INE0GK401011,TATVA,B,Tatva Chintan Pharma Chem Limi
543322,INE03Q201024,GLS,A,Glenmark Life Sciences Limited
543323,INF769K01HI8,BFSI,B,Mirae Asset Mutual Fund
543324,INE199P01028,GCSL,M,Gretex Corporate Services Limi
543325,INE645S01016,ROLEXRINGS,A,Rolex Rings Limited
543326,INF109KC19V3,FMCGIETF,B,ICICI Prudential Mutual Fund
543327,INE0GFE01018,EXXARO,B,Exxaro Tiles Limited
543328,INE08LI01020,KRSNAA,B,Krsnaa Diagnostics Limited
543329,INE0H5O01029,WINDLAS,B,Windlas Biotech Limited
543330,INE872J01023,DEVYANI,A,Devyani International Limited
543331,INE0CT101020,MOL,A,Meghmani Organics Limited
543332,INE071N01016,EPIGRAL,A,Epigral Limited
543333,INE290S01011,CARTRADE,A,CarTrade Tech Limited
543334,INE118D01016,NUVOCO,A,Nuvoco Vistas Corporation Limi
543335,INE852O01025,APTUS,A,Aptus Value Housing Finance In
543336,INE488A01050,CHEMPLASTS,A,Chemplast Sanmar Limited
543341,INE647W01014,SHARPLINE,X,SHARPLINE BROADCAST LIMITED
543346,INE0EAX01014,AASHKA,M,Aashka Hospitals Limited
543347,INF846K01Y96,AXISTECETF,B,Axis Mutual Fund
543348,INF846K01Z12,AXISHCETF,B,Axis Mutual Fund
543349,INE00FF01017,AMIORG,A,Ami Organics Limited
543350,INE043W01024,VIJAYA,A,Vijaya Diagnostic Centre Limit
543351,INE0GOA01018,NBL,MS,Naapbooks Limited
543357,INF846K016C7,AXISCETF,B,Axis Mutual Fund
543358,INE953O01021,SANSERA,A,Sansera Engineering Limited
543363,INE0GAO01018,PREVEST,M,Prevest Denpro Limited
543364,INE0FW001016,MARKOLINES,M,Markolines Pavement Technologi
543365,INF769K01HP3,MASPTOP50,B,Mirae Asset Mutual Fund
543367,INE045601015,PARAS,A,Paras Defence and Space Techno
543372,INE0H1201012,GETALONG,MT,Getalong Enterprise Limited
543373,INE0HLJ01013,SVRL,M,Shri Venkatesh Refineries Limi
543374,INE404A01024,ABSLAMC,A,Aditya Birla Sun Life AMC Limi
543375,INE0I2F01015,PROMAX,M,Promax Power Limited
543376,INE0GD201014,SAMOR,B,Samor Reality Limited
543378,INE0H8H01019,CWD,MS,CWD Limited
543384,INE388Y01029,NYKAA,A,FSN E-Commerce Ventures Limite
543386,INE02NC01014,FINOPB,B,Fino Payments Bank Limited
543387,INE284S01014,SJS,B,S.J.S. Enterprises Limited
543388,INF740KA1QK2,EQUAL50ADD,B,DSP Mutual Fund
543389,INE0D0K01022,SIGACHI,B,Sigachi Industries Limited
543390,INE417T01026,POLICYBZR,A,PB Fintech Limited
543391,INE07GA01011,SGFRL,M,Suyog Gurbaxani Funicular Rope
543396,INE982J01020,PAYTM,A,One 97 Communications Limited
543397,INE806T01012,SAPPHIRE,A,Sapphire Foods India Limited
543398,INE0I7C01011,LATENTVIEW,T,Latent View Analytics Limited
543399,INE144Z01023,TARSONS,B,Tarsons Products Limited
543400,INE0JFE01012,OMNIPOTENT,M,Omnipotent Industries Limited
543401,INE0BJS01011,GOCOLORS,A,Go Fashion (India) Limited
543410,INE07L501010,DMR,MT,DMR Hydroengineering & Infrast
543411,INE106T01025,HITECH,B,HI-TECH PIPES LIMITED
543412,INE575P01011,STARHEALTH,A,Star Health and Allied Insuran
543413,INE011K01018,TEGA,A,Tega Industries Limited
543414,INF769K01HS7,MAHKTECH,B,Mirae Asset Mutual Fund
543415,INE463V01026,ANANDRATHI,A,Anand Rathi Wealth Limited
543416,INE761Y01019,ZODIAC,T,Zodiac Energy Limited
543417,INE0CLI01024,RATEGAIN,A,RateGain Travel Technologies L
543418,INF754K01OB1,BBETF0432,F,Edelweiss Mutual Fund
543419,INE217L01019,SHRIRAMPPS,B,Shriram Properties Limited
543420,INE982V01025,JETFREIGHT,B,Jet Freight Logistics Limited
543425,INE0BV301023,MAPMYINDIA,A,C.E. Info Systems Limited
543426,INE317I01021,METROBRAND,A,Metro Brands Limited
543427,INE804L01022,MEDPLUS,A,Medplus Health Services Limite
543428,INE0IX101010,DATAPATTNS,A,Data Patterns (India) Limited
543433,INE0GSL01024,HPAL,B,HP Adhesives Limited
543434,INE07RO01027,SUPRIYA,B,Supriya Lifescience Limited
543435,INE0JJS01014,CLARA,M,CLARA INDUSTRIES LIMITED
543437,INF247L01AU3,MONQ50,B,Motilal Oswal Mutual Fund
543438,INF740KA1QL0,MIDQ50ADD,B,DSP Mutual Fund
543439,INE0ILD01014,BRANDBUCKT,M,Brandbucket Media & Technology
543440,INF740KA1CL0,NIFTY50ADD,B,DSP Mutual Fund
543441,INE925R01014,CMSINFO,A,CMS Info Systems Limited
543442,INE977Y01011,BCONCEPTS,B,Brand Concepts Limited
543443,INE0E4I01019,ASCENSIVE,MS,Ascensive Educare Limited
543444,INE0DRT01018,FABINO,M,FABINO ENTERPRISES LIMITED
543449,INE02WG01016,WEL,T,WONDER ELECTRICALS LIMITED
543450,INF109KC10V2,AUTOIETF,B,ICICI Prudential Mutual Fund
543451,INE583L01014,AGSTRA,B,AGS TRANSACT TECHNOLOGIES LIMI
543452,INF109KC1Y56,SILVERIETF,E,ICICI Prudential Mutual Fund
543453,INE0KA601012,ALKOSIGN,M,ALKOSIGN LIMITED
543454,INF769K01IB1,MAKEINDIA,B,Mirae Asset Mutual Fund
543458,INE699H01024,AWL,A,Adani Wilmar Limited
543461,INE0JNA01014,SSTL,M,Safa Systems & Technologies Li
543462,INE060X01026,DEVIT,B,DEV INFORMATION TECHNOLOGY LIM
543463,INE825V01034,MANYAVAR,A,Vedant Fashions Limited
543464,INE0JSJ01014,SPITZE,M,Maruti Interior Products Limit
543465,INF247L01BK2,MOMOMENTUM,B,Motilal Oswal Mutual Fund
543470,INE728Z01015,SOFTTECH,B,SoftTech Engineers Limited
543471,INF209KB19F6,SILVER,E,Aditya Birla Sun Life Mutual F
543472,INF209KB11D8,TECH,B,Aditya Birla Sun Life Mutual F
543473,INF209KB10C2,HEALTHY,B,Aditya Birla Sun Life Mutual F
543474,INF209KB19D1,BSLNIFTY,B,Aditya Birla Sun Life Mutual F
543475,INE0KCM01010,EKENNIS,M,Ekennis Software Service Limit
543481,INF769K01IC9,MIDCAPETF,B,Mirae Asset Mutual Fund
543482,INE0KCE01017,EUREKAFORBE,A,Eureka Forbes Limited
543489,INE079J01017,GATEWAY,A,Gateway Distriparks Limited
543490,INE0CU601026,GMRP&UI,B,GMR Power and Urban Infra Limi
543497,INE0KQ001017,BCCL,M,Bhatia Colour Chem Limited
543498,INE0FS801015,MSUMI,A,Motherson Sumi Wiring India Li
543499,INE0K1401012,ACHYUT,M,Achyut Healthcare Limited
543500,INE0JVD01011,EVOQ,M,Evoq Remedies Limited
543501,INF247L01BL0,MOLOWVOL,B,Motilal Oswal Mutual Fund
543512,INE652Z01017,AVROIND,B,Avro India Limited
543513,INE0GIU01018,UMAEXPORTS,B,Uma Exports Limited
543514,INE0IQ001011,VERANDA,B,Veranda Learning Solutions Lim
543515,INE0KPY01017,SEML,M,Sunrise Efficient Marketing Li
543516,INE0K5F01014,DHYAANITR,M,DHYAANI TRADEVENTTURES LIMITED
543517,INE00EV01017,HARIOMPIPE,B,Hariom Pipe Industries Limited
543518,INE0KSN01014,EIGHTY,M,Eighty Jewellers Limited
543520,INE0J2K01014,GLHRL,M,Global Longlife Hospital and R
543521,INE0L3H01014,FONE4,M,Fone4 Communications (India) L
543522,INE0E5R01017,NVENTURES,M,Nanavati Ventures Limited
543523,INE278Y01022,CAMPUS,A,Campus Activewear Limited
543524,INE961O01016,RAINBOW,A,Rainbow Children's Medicare Li
543525,INE625X01018,SILVERTUC,B,Silver Touch Technologies Limi
543526,INE0J1Y01017,LICI,A,LIFE INSURANCE CORPORATION OF
543527,INE00F201020,PRUDENT,B,Prudent Corporate Advisory Ser
543528,INE0JA001018,VENUSPIPES,A,Venus Pipes & Tubes Limited
543529,INE148O01028,DELHIVERY,A,Delhivery Limited
543530,INE088F01024,PARADEEP,A,Paradeep Phosphates Limited
543531,INE05CY01014,TIERRA,X,Tierra Agrotech Limited
543532,INE04TZ01018,ETHOSLTD,B,ETHOS LIMITED
543533,INE01QM01018,EMUDHRA,B,eMudhra Limited
543534,INE0BWX01014,AETHER,A,Aether Industries Limited
543535,INE082W01014,WEWIN,T,We Win Limited
543536,INE0KXN01014,SILVERPRL,M,Silver Pearl Hospitality & Lux
543538,INE0K6L01010,GOEL,M,Goel Food Products Limited
543539,INE0L0L01012,MODIS,M,MODI'S NAVNIRMAN LIMITED
543541,INE0KHQ01010,SAILANI,M,SAILANI TOURS N TRAVELS LIMITE
543542,INE0L1C01019,KESAR,M,KESAR INDIA LIMITED
543544,INE0KR801019,JAYANT,M,JAYANT INFRATECH LIMITED
543545,INE0ID001024,VEERKRUPA,MT,Veerkrupa Jewellers Limited
543546,INE0L3501015,HEALTHYLIFE,M,HEALTHY LIFE AGRITEC LIMITED
543547,INE0HR601026,DDEVPLASTIK,B,DDEV PLASTIKS INDUSTRIES LIMIT
543563,INF247L01BB1,MOHEALTH,B,Motilal Oswal Mutual Fund
543568,INF109KC17C7,MOM30IETF,B,ICICI Prudential Mutual Fund
543569,INF179KC1HR4,HDFCNIF100,B,HDFC Mutual Fund
543570,INF179KC1HS2,HDFCNEXT50,B,HDFC Mutual Fund
543571,INF109KC16E5,INFRAIETF,B,ICICI Prudential Mutual Fund
543573,INE0DYJ01015,SYRMA,A,Syrma SGS Technology Limited
543574,INF209KB15K4,NIFTYQLITY,B,Aditya Birla Sun Life Mutual F
543575,INF209KB14K7,MOMENTUM,B,Aditya Birla Sun Life Mutual F
543576,INF247L01BE5,MOVALUE,B,Motilal Oswal Mutual Fund
543577,INF247L01BH8,MOQUALITY,B,Motilal Oswal Mutual Fund
543578,INE0M3901015,OLATECH,M,Olatech Solutions Limited
543590,INE0KKN01029,RHETAN,B,Rhetan TMT Limited
543591,INE0JS101016,DREAMFOLKS,A,DREAMFOLKS SERVICES LIMITED
543592,INF179KC1DI2,HDFCSILVER,E,HDFC Mutual Fund
543593,INE0I3401014,DBOL,B,Dhampur Bio Organics Limited
543594,INE0MC401013,DPL,M,DIPNA PHARMACHEM LIMITED
543595,INE0D2I01014,EPBIO,M,EP BIOCOMPOSITES LIMITED
543596,INE668A01016,TMB,A,Tamilnad Mercantile Bank Limit
543597,INE0I0T01010,VOEPL,M,Virtuoso Optoelectronics Limit
543599,INE0D6I01015,KSOLVES,B,Ksolves India Limited
543600,INE0JUS01029,HARSHA,B,Harsha Engineers International
543605,INF179KC1DL6,HDFCQUAL,B,HDFC Mutual Fund
543606,INE0M8901010,CONTAINE,MT,CONTAINE TECHNOLOGIES LIMITED
543607,INF179KC1DJ0,HDFCGROWTH,B,HDFC Mutual Fund
543608,INF179KC1DK8,HDFCVALUE,B,HDFC Mutual Fund
543613,INE0KQQ01011,MAFIA,MT,MAFIA TRENDS LIMITED
543614,INE0LQS01015,TIPSFILMS,B,Tips Films Limited
543615,INE0MNV01014,SRSOLTD,M,SILICON RENTAL SOLUTIONS LIMIT
543616,INE0MKA01014,TLL,M,Trident Lifeline Limited
543618,INE0M4L01013,CARGOTRANS,M,Cargotrans Maritime Limited
543619,INE0N0J01014,CNCRD,M,Concord Control Systems Limite
543620,INE0LGX01016,INA,M,INSOLATION ENERGY LIMITED
543621,INE0KZM01011,CARGOSOL,M,Cargosol Logistics Limited
543622,INE0MSK01016,STML,M,STEELMAN TELECOM LIMITED
543625,INE195Y01010,SECURCRED,T,SecUR Credentials Limited
543626,INE02YR01019,EMIL,B,Electronics Mart India Limited
543627,INF179KC1HU8,HDFCLOWVOL,B,HDFC Mutual Fund
543628,INF179KC1HV6,HDFCMOMENT,B,HDFC Mutual Fund
543635,INE0DK501011,PPLPHARMA,A,PIRAMAL PHARMA LIMITED
543636,INE0A1101019,DCI,T,Dc Infotech and Communication
543637,INE0N1L01018,PACE,M,PACE E-COMMERCE VENTURES LIMIT
543638,INE0HMF01019,TRACXN,B,Tracxn Technologies Limited
543643,INE117Z01011,NARMADA,T,Narmada Agrobase Limited
543644,INE344S01016,INFOBEAN,B,InfoBeans Technologies Limited
543645,INE05X901010,HPIL,B,HINDPRAKASH INDUSTRIES LIMITED
543650,INE0KL801015,DCXINDIA,B,DCX Systems Limited
543652,INE139R01012,FUSION,A,Fusion Micro Finance Limited
543653,INE00E101023,BIKAJI,A,Bikaji Foods International Lim
543654,INE474Q01031,MEDANTA,A,Global Health Limited
543656,INE0MXP01015,TECHNOPACK,M,Technopack Polymers Limited
543657,INE128X01021,ACI,A,Archean Chemical Industries Li
543663,INE128S01021,FIVESTAR,A,Five-Star Business Finance Ltd
543664,INE918Z01012,KAYNES,A,KAYNES TECHNOLOGY INDIA LIMITE
543665,INF179KC1IA8,HDFCNIFIT,B,HDFC Mutual Fund
543666,INF179KC1HZ7,HDFCPVTBAN,B,HDFC Mutual Fund
543667,INE510W01014,INOXGREEN,B,INOX GREEN ENERGY SERVICES LIM
543668,INE01EE01011,BBTCL,B,B&B Triplewall Containers Limi
543669,INE263M01029,RUSTOMJEE,B,Keystone Realtors Limited
543670,INE01KI01027,VINNY,B,VINNY OVERSEAS LIMITED
543671,INE0D0U01013,AAATECH,T,AAA TECHNOLOGIES LIMITED
543677,INF109KC17L8,FINIETF,B,ICICI Prudential Mutual Fund
543678,INE0N6V01016,AMBOAGRI,MT,AMBO AGRITEC LIMITED
543686,INE792Z01011,SIRCA,B,Sirca Paints India Limited
543687,INE00OQ01016,DHARMAJ,B,Dharmaj Crop Guard Limited
543688,INE324X01026,SARVESHWAR,B,Sarveshwar Foods Limited
543689,INE244O01017,UNIPARTS,B,Uniparts India Limited
543699,INF754K01QX0,EBBETF0433,F,Edelweiss Mutual Fund
543709,INE0NT601018,GARGI,M,PNGS GARGI FASHION JEWELLERY L
543710,INF109KC19O8,COMMOIETF,B,ICICI Prudential Mutual Fund
543711,INE142Q01026,SULA,A,Sula Vineyards Limited
543712,INE00ZE01026,AHL,B,Abans Holdings Limited
543713,INE0MQD01015,DRONACHRYA,M,Droneacharya Aerial Innovation
543714,INE559R01029,LANDMARK,B,LANDMARK CARS LIMITED
543715,INE059901020,IEL,B,Indiabulls Enterprises Limited
543720,INE138Y01010,KFINTECH,A,KFin Technologies Limited
543725,INE050401020,ELIN,B,Elin Electronics Limited
543732,INE855R01021,RADIANTCMS,B,Radiant Cash Management Servic
543737,INE09BN01011,AVEER,X,Aveer Foods Limited
543738,INF740KA1RX3,BANKETFADD,B,DSP Mutual Fund
543743,INE035801013,SAH,B,Sah Polymers Limited
543744,INE0MFT01014,REXSEAL,M,Rex Sealing and Packing Indust
543745,INE0MID01012,SVS,M,SVS VENTURES LIMITED
543746,INE0BSU01018,LOGICA,M,LOGICA INFOWAY LIMITED
543747,INE0BTI01037,KAMOPAINTS,B,Kamdhenu Ventures Limited
543748,INE0LRU01027,AARTIPHARM,A,Aarti Pharmalabs Limited
543754,INE0MPU01011,TRANSVOY,M,TRANSVOY LOGISTICS INDIA LIMIT
543765,INE0O4V01010,EARTH,M,Earthstahl & Alloys Limited
543766,INE094B01013,ASHIKA,X,Ashika Credit Capital Ltd.
543767,INE0EEJ01023,BTML,T,BODHI TREE MULTIMEDIA LIMITED
543768,INE0NNS01018,NSLNISP,A,NMDC Steel Limited
543769,INE0KN201016,INDONG,M,INDONG TEA COMPANY LIMITED
543774,INF179KC1EZ4,HDFCBSE500,B,HDFC Mutual Fund
543775,INF179KC1FB2,HDFCSML250,B,HDFC Mutual Fund
543776,INF179KC1HT0,HDFCMID150,B,HDFC Mutual Fund
543781,INF769K01JP9,GOLDETF,E,Mirae Asset Mutual Fund
543782,INE0O4601016,SEALMATIC,M,Sealmatic India Limited
543787,INE0OLH01013,ROBU,M,Macfos Limited
543798,INE0NPA01011,PATRON,M,Patron Exim Limited
543799,INE0JZS01010,SVJ,M,S. V. J. Enterprises Limited
543805,INE0NYN01016,RESGEN,M,RESGEN LIMITED
543806,INE0O6A01019,ITCONS,M,ITCONS E-Solutions Limited
543811,INE645W01026,AIRAN,B,AIRAN LIMITED
543812,INE753U01022,DIVGIITTS,B,DIVGI TORQTRANSFER SYSTEMS LIM
543813,INF209KB18T9,ABSLLIQUID,F,Aditya Birla Sun Life Mutual F
543819,INF109KC10S8,PSUBNKIETF,B,ICICI Prudential Mutual Fund
543828,INE00TV01015,SUDARSHAN,M,SUDARSHAN PHARMA INDUSTRIES LI
543829,INE0JSX01015,GSLSU,B,Global Surfaces Limited
543830,INE0NLJ01011,LABELKRAFT,M,LABELKRAFT TECHNOLOGIES LIMITE
543831,INE0OMI01019,BRIGHT,M,Bright Outdoor Media Limited
543848,INE0NIJ01017,DEVLAB,M,Dev Labtech Venture Limited
543858,INF769K01JU9,LOWVOL,B,Mirae Asset Mutual Fund
543860,INE825B01010,JAFINANCE,X,J.A. Finance Limited
543861,INE0N0Y01013,USK,T,Udayshivakumar infra limited
543874,INE0O1T01010,MAIDEN,M,Maiden Forgings Limited
543875,INF769K01KF8,GSEC10YEAR,F,Mirae Asset Mutual Fund
543895,INE0O8901016,EXHICON,M,Exhicon Events Media Solutions
543896,INE0LCL01028,AVALON,B,Avalon Technologies Limited
543897,INE0P7001013,SANCODE,M,Sancode Technologies Limited
543898,INE0N7W01012,BLAL,B,BEML Land Assets Limited
543900,INF789F1AYK6,SILVERETF,E,UTI Mutual Fund
543901,INE508K01013,RHL,B,ROBUST HOTELS LIMITED
543902,INE0NTC01019,RETINA,M,Retina Paints Limited
543903,INF740KA1SW3,GOLDETFADD,E,DSP Mutual Fund
543904,INE634S01028,MANKIND,B,Mankind Pharma Limited
543905,INE0LDI01022,INNOKAIZ,M,INNOKAIZ INDIA LIMITED
543910,INE680Z01018,AVG,B,AVG Logistics Limited
543911,INE0ALR01029,ATALREAL,T,Atal Realtech Limited
543912,INE557Z01018,PIGL,T,Power & Instrumentation (Gujar
543913,INE0NDH25011,NXST,IF,Nexus Select Trust
543915,INE07S101020,PAVNAIND,B,Pavna Industries Limited
543916,INE0GYI01028,HSIL,M,Hemant Surgical Industries Lim
543917,INE0A0S01010,SIGMA,B,SIGMA SOLVE LIMITED
543918,INE0PA801013,GHCLTEXTIL,B,GHCL Textiles Limited
543919,INE964W01021,MKPL,T,M.K.Proteins Limited
543920,INE0NJ001013,CFF,M,CFF FLUID CONTROL LIMITED
543921,INE0NXA01015,COMRADE,M,Comrade Appliances Limited
543922,INF769K01KG6,SILVRETF,E,Mirae Asset Mutual Fund
543923,INE0LOJ01019,IKIO,B,IKIO Lighting Limited
543924,INE0N5O01013,SONALIS,M,Sonalis Consumer Products Limi
543926,INE0OJ401014,BIZOTIC,M,Bizotic Commercial Limited
543927,INE04Z101016,ASIAN,XT,Asian Warehousing Limited
543928,INE0ORA01015,COSMICCRF,M,Cosmic CRF Limited
543929,INE0ECP01024,HMAAGRO,B,HMA Agro Industries Limited
543930,INE568Z01015,URAVI,T,URAVI T AND WEDGE LAMPS LIMITE
543931,INE0Q0M01015,VEEFIN,M,VEEFIN SOLUTIONS LIMITED
543932,INE349Y01013,IDEAFORGE,B,IDEAFORGE TECHNOLOGY LIMITED
543933,INE055S01018,CYIENTDLM,B,Cyient DLM Limited
543934,INE01BT01015,MACIND,XT,Machhar Industries Limited
543935,INF740KA1SX1,ITETFADD,B,DSP Mutual Fund
543936,INE602W01019,SENCO,B,Senco Gold Limited
543937,INE0NZF01019,ALPHAIND,M,ALPHALOGIC INDUSTRIES LIMITED
543939,INE0P3N01018,KAKA,M,Kaka Industries Limited
543940,INE758E01017,JIOFIN,B,Jio Financial Services Limited
543941,INE0NEV01011,AHASOLAR,M,AHASOLAR TECHNOLOGIES LIMITED
543942,INE735W01017,UTKARSHBNK,B,UTKARSH SMALL FINANCE BANK LIM
543943,INE0DN001027,ASARFI,MT,ASARFI HOSPITAL LIMITED
543944,INF769K01KR3,BANKETF,B,Mirae Asset Mutual Fund
543945,INE0NT901020,NETWEB,B,NETWEB TECHNOLOGIES INDIA LIMI
543946,INF769K01KS1,LIQUID,F,Mirae Asset Mutual Fund
543947,INF740KA1SZ6,SENSEXADD,A,DSP BSE Sensex ETF
543948,INF740KA1SY9,PSUBANKADD,B,DSP Mutual Fund
543949,INF740KA1TA7,PVTBANKADD,B,DSP Mutual Fund
543950,INE0JO301016,YATHARTH,B,YATHARTH HOSPITAL & TRAUMA CAR
543951,INE0LYO01018,INNOVATUS,M,Innovatus Entertainment Networ
543952,INE342G01023,NIITMTS,B,NIIT Learning Systems Limited
543953,INE0OWC01011,KHAZANCHI,M,Khazanchi Jewellers Limited
543954,INE0NN701020,ATL,B,Allcargo Terminals Limited
543955,INE0O3901029,TREL,B,Transindia Real Estate Limited
543956,INF109KC18V5,QUAL30IETF,B,ICICI Prudential Mutual Fund
543957,INE0LXT01019,REDTAPE,B,REDTAPE Limited
543958,INE03HW01020,VLEGOV,T,VL E-Governance & IT Solutions
543959,INE423Y01016,SBFC,B,SBFC Finance Limited
543960,INE338H01029,CONCORDBIO,B,Concord Biotech Limited
543962,INE864X01013,DPWIRES,B,D.P. WIRES LIMITED
543963,INE013V01011,SHELTER,M,SHELTER PHARMA LIMITED
543965,INE395N01027,TVSSCS,B,TVS Supply Chain Solutions Lim
543969,INE0MIS01010,PYRAMID,B,Pyramid Technoplast Limited
543971,INE0Q8P01011,BONDADA,MT,Bondada Engineering Limited
543972,INE024001021,AEROFLEX,B,Aeroflex Industries Limited
543973,INF179KC1HE2,HDFCLIQUID,F,HDFC Mutual Fund
543974,INE0AE001013,VPRPL,B,VISHNU PRAKASH R PUNGLIA LIMIT
543975,INF789F1AYX9,NIFMID150,B,UTI Mutual Fund
543976,INE489B01023,SHRAAITECH,XT,Shradha AI Technologies Limite
543977,INE0N2P01017,RISHABH,B,Rishabh Instruments Limited
543978,INE05CZ01011,RATNAVEER,B,Ratnaveer Precision Engineerin
543980,INE682M01012,JLHL,B,Jupiter Life Line Hospitals Li
543981,INE777K01022,RRKABEL,B,R R KABEL LIMITED
543982,INE0OYE01013,MESON,M,Meson Valves India Limited
543983,INE0OV601013,EMSLIMITED,B,EMS LIMITED
543984,INE08U801020,SAMHI,B,Samhi Hotels Limited
543985,INE07K301024,ZAGGLE,B,ZAGGLE PREPAID OCEAN SERVICES
543986,INE980Y01015,SOUTHWEST,B,South West Pinnacle Exploratio
543987,INF959L01HI3,NAVINIFTY,B,Navi Mutual Fund
543988,INE531F01015,NUVAMA,B,Nuvama Wealth Management Limit
543989,INE438K01021,KALAMANDIR,B,Sai Silks (Kalamandir) Limited
543990,INE903U01023,SIGNATURE,B,SIGNATUREGLOBAL (INDIA) LIMITE
543991,INE0P4P01011,TECHKGREEN,M,TECHKNOWGREEN SOLUTIONS LIMITE
543992,INE0JR601024,YATRA,B,YATRA ONLINE LIMITED
543994,INE880J01026,JSWINFRA,B,JSW Infrastructure Limited
543995,INE0KNT01012,MVGJL,B,MANOJ VAIBHAV GEMS 'N' JEWELLE
543996,INE851I01011,UDS,B,Updater Services Limited
543997,INE0MIO01019,ORGANICREC,M,ORGANIC RECYCLING SYSTEMS LIMI
543998,INE0JWS01017,VALIANTLAB,B,Valiant Laboratories Limited
543999,INF769K01KT9,SENSEXETF,A,Mirae Asset Mutual Fund
544001,INE0Q1S01010,SUNITATOOL,M,Sunita Tools Limited
544003,INE0INJ01017,PLAZACABLE,B,Plaza Wires Limited
544004,INE07U701015,IRMENERGY,B,IRM ENERGY LIMITED
544006,INF769K01KV5,ITETF,B,Mirae Asset Mutual Fund
544007,INF769K01KU7,ALPHAETF,B,Mirae Asset Mutual Fund
544008,INE03EI01018,MAXESTATES,B,Max Estates Limited
544009,INE0KBH01020,BLUEJET,B,Blue Jet Healthcare Limited
544011,INE0Q6901013,VPL,M,Vrundavan Plantation Limited
544012,INE0LMW01024,CELLO,B,Cello World Limited
544013,INE0OH401016,KKSHL,M,KK Shah Hospitals Limited
544014,INE0J5401028,HONASA,B,Honasa Consumer Limited
544015,INE0QI101019,MISHDESIGN,MT,Mish Designs Limited
544020,INE818W01011,ESAFSFB,B,ESAF Small Finance Bank Ltd
544021,INE004A01022,PROTEAN,B,Protean eGov Technologies Limi
544022,INE491J01022,ASKAUTOLTD,B,ASK Automotive Limited
544023,INE0N6U01018,KALYANI,M,Kalyani Cast-Tech Limited
544026,INE202E01016,IREDA,B,Indian Renewable Energy Develo
544027,INE007N01010,FEDFINA,B,Fedbank Financial Services Lim
544028,INE142M01025,TATATECH,B,Tata Technologies Limited
544029,INE717W01049,GANDHAR,B,Gandhar Oil Refinery (India) L
544030,INE00Y201027,FLAIR,B,Flair Writing Industries Limit
544035,INE0RDR01012,SPL,M,Swashthik Plascon Limited
544036,INE0RDM01013,DEEPAKCHEM,M,DEEPAK CHEMTEX LIMITED
544037,INE0P9J01013,AMIC,M,Amic Forging Limited
544042,INE0KQN01018,BAJEL,B,Bajel Projects Limited
